68.05,18.729813933372498,0.6606851549755302,nan,0.8551401869158879,0.7013502779984114,0.6265560165975104,0.8528336380255942,0.44219308700834326,0.9073064340239912,0.9375,0.4609073359073359,0.81,0.0,0.366,0.883,0.755,0.933,0.371,0.832,0.9,0.955
68.58,12.989976167678833,0.9025641025641026,nan,0.871900826446281,0.8831488314883149,0.6280864197530864,0.8983700862895494,0.4009793253536453,0.9393939393939394,0.9218146718146718,0.4673076923076923,0.528,0.0,0.422,0.718,0.814,0.937,0.737,0.775,0.955,0.972
67.66,13.74483036994934,0.6629834254143646,nan,0.45181907571288105,0.7783882783882784,0.881619937694704,0.9689922480620154,0.6156716417910447,0.8537906137184116,0.8991517436380773,0.4799588900308325,0.84,0.0,0.919,0.85,0.283,0.875,0.165,0.946,0.954,0.934
73.2,10.852985143661499,0.7649289099526067,nan,0.8027210884353742,0.8702290076335878,0.6986899563318777,0.8959700093720713,0.5054484492875104,0.8981018981018981,0.9381746810598626,0.4876873661670236,0.807,0.0,0.59,0.798,0.8,0.956,0.603,0.899,0.956,0.911
73.47,11.465133666992188,0.7995930824008138,nan,0.8728682170542635,0.8351758793969849,0.6927763272410792,0.9531737773152965,0.5414847161572053,0.8766114180478821,0.8543859649122807,0.47943037974683544,0.786,0.0,0.563,0.831,0.796,0.916,0.62,0.952,0.974,0.909
73.8,14.457316279411316,0.8853503184713376,nan,0.856,0.648849797023004,0.6865046102263203,0.9772727272727273,0.6627756160830091,0.9,0.9238921001926782,0.4730331519049975,0.695,0.0,0.642,0.959,0.819,0.903,0.511,0.936,0.959,0.956
74.71,10.85523784160614,0.7281879194630873,nan,0.7461089494163424,0.7805294619982921,0.7376283846872083,0.9206963249516441,0.748062015503876,0.941304347826087,0.9224137931034483,0.47677865612648224,0.868,0.0,0.767,0.914,0.79,0.952,0.386,0.866,0.963,0.965
74.37,11.834781289100647,0.7508741258741258,nan,0.9106583072100314,0.8881578947368421,0.6609410007468259,0.9418837675350702,0.6097852028639618,0.9192422731804586,0.9114043355325165,0.46540880503144655,0.859,0.0,0.581,0.81,0.885,0.94,0.511,0.922,0.967,0.962
72.39,11.765694379806519,0.9194630872483222,nan,0.8972809667673716,0.9392405063291139,0.7467336683417085,0.9307992202729045,0.4358056265984655,0.9365244536940687,0.9623217922606925,0.4722085587801279,0.548,0.0,0.594,0.742,0.743,0.955,0.852,0.9,0.945,0.96
75.9,11.054277062416077,0.8324265505984766,nan,0.7911975435005117,0.7611940298507462,0.8006795016987542,0.9507042253521126,0.623062015503876,0.9254783484390735,0.943952802359882,0.4850934815563416,0.765,0.0,0.773,0.918,0.707,0.945,0.643,0.919,0.96,0.96
74.13,11.073543667793274,0.9255663430420712,nan,0.6745283018867925,0.867983367983368,0.7769230769230769,0.9757639620653319,0.5290880503144654,0.8809090909090909,0.9616161616161616,0.4779449922158796,0.572,0.0,0.858,0.835,0.707,0.926,0.673,0.969,0.952,0.921
74.38,11.019793629646301,0.7224919093851133,nan,0.8621151271753681,0.8929359823399559,0.6255989048596852,0.8546712802768166,0.6858877086494689,0.9620253164556962,0.9615384615384616,0.48129423660262893,0.893,0.0,0.644,0.809,0.914,0.988,0.452,0.836,0.95,0.952
76.12,10.303230464458466,0.8897149938042132,nan,0.7833655705996132,0.8358633776091081,0.730701754385965,0.9791894852135816,0.6371220020855057,0.8533801580333626,0.9490196078431372,0.4782833505687694,0.718,0.0,0.81,0.881,0.833,0.894,0.611,0.972,0.968,0.925
73.54,10.840755999088287,0.865296803652968,nan,0.6187455954897816,0.7715481171548118,0.8970189701897019,0.9633401221995926,0.5595942519019442,0.9220272904483431,0.9601196410767697,0.4869029275808937,0.758,0.0,0.878,0.922,0.331,0.946,0.662,0.946,0.963,0.948
75.76,10.03807520866394,0.8290422245108136,nan,0.88268156424581,0.8708333333333333,0.6525547445255474,0.9648760330578512,0.6297747306562194,0.8798908098271155,0.9762886597938144,0.4768831168831169,0.805,0.0,0.632,0.836,0.894,0.934,0.643,0.967,0.947,0.918
